מספר מתקן,שם מתקן,מספר צרכן בעל המתקן,שם צרכן בעל המתקן,בעלות המתקן,סטאטוס,קבוצת מים,אקוויפר,ספיקה שעתית מקסימלית,מספר הפקה,מספר ארצי,אזור הפקה,אזור חקלאי,אזור גיאוגרפי,אזור אדמיניסטרטיבי,אזור תכנון
231172,מק אשדוד 13 אמינוב,6673,אמונים מושב,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21429,11812822,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231173,פ באר טוביה א4,6676,באר טוביה מושב,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,20346,12312762א,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231174,פ באר טוביה 3,6676,באר טוביה מושב,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,20348,12412608,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231175,פ באר טוביה 2,6676,באר טוביה מושב,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,20351,12212684,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231176,פ באר טוביה 1,6676,באר טוביה מושב,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,20781,12212760,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231177,פ באר טוביה 5,6676,באר טוביה מושב,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,180.00,21163,12412688,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231178,פ באר טוביה 6,6676,באר טוביה מושב,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,21236,12312600א,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231179,פ באר טוביה 7 (8),6676,באר טוביה מושב,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,200.00,21878,12112620,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231180,פ בצרון ב מושב,6680,בצרון מושב,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,20318,12513308א,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231181,פ בצרון א,6680,בצרון מושב,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,20319,12413304,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231182,פ בצרון ג מושב,6680,בצרון מושב,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,150.00,20777,12313480,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231183,מק אשדוד 12 גבעתי,6685,גבעתי מושב,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,21287,11812646,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231184,פ עזריקם חב גת,6686,גידולי תעשיה בע"מ,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21294,12112924,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231185,פ כפר יסור גורודנסקי,6687,גורודיסקי יהורם חוה ואליעזר,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,26490,12513280,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231186,פ חצב 1 מושב,6698,חצב מושב,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,200.00,21449,12613380,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231190,פ חצור א קבוץ (פרדס),6700,חצור אשדוד קבוץ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,120.00,20324,12313220,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231191,פ חצור קבוץ ב,6700,חצור אשדוד קבוץ,צרכן פרטי,פעיל,קידוח מטויב שפיר פל' מיהול,פליו-פליסטוקן מילוי,,20325,12313182,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231192,פ חצור קבוץ ג,6700,חצור אשדוד קבוץ,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,120.00,21292,12313000,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231193,פ כפר בצרון יכין חקל,6704,אוזילבסקי אסא,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,21456,12513322א,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231194,פ כפר ורבורג א,6712,מימי ורבורג אג' שת' חק' בע"מ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,20353,12412560,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231195,פ כפר ורבורג ד,6712,מימי ורבורג אג' שת' חק' בע"מ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,21479,12312566,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231196,פ כפר ורבורג ה,6712,מימי ורבורג אג' שת' חק' בע"מ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21592,12212502,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231197,פ מגל חב ב באר טוביה,6715,מגל חברה לפתוח חקלאי,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,21095,12413264,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231198,פ מגל 3,6715,מגל חברה לפתוח חקלאי,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,26478,12513128א,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231199,פ מגן אברהם אליעזר א,6716,ימין רפאל,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,20775,12512680א,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231200,פ מגן אברהם אליעזר ב,6716,ימין רפאל,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,21274,12512602,,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231201,פ מטעי פקן א,6718,מטעי פיקן בישראל חברה,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,160.00,21283,12612242,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231202,פ נוה מבטח א מושב,6727,נוה מבטח מושב,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,140.00,21225,12513540,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231203,פ נוה מבטח ב,6727,נוה מבטח מושב,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,150.00,21507,12513466,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231204,פ נטע חב,6729,נטע אגודה חקלאית שיתופית בע"מ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,21217,12613106,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231205,פ נטיעות הדרום ב,6730,נטיעות הדרום בע"מ,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,250.00,21113,11712424,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231206,פ נטיעות הדרים ג,6730,נטיעות הדרום בע"מ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,,21402,11712504,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231207,פ נטיעות הדרום ד,6730,נטיעות הדרום בע"מ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,150.00,21622,11712508,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231208,פ עזריקם סוכנות,6735,עזריקם מושב,צרכן פרטי,פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,,21293,12212804,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231209,פ חוות מור שבלים,6746,שבלים חברה לפתוח חקלאי בעמ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,150.00,26024,12612388,מערכת ארצית,השפלה וההר,רחובות,באר טוביה מ.א,מרכז
231222,מק שוקדה 6,9887,חברת מקורות אגן 1 תא 87,מקורות,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,200.00,22122,10409660,,,,,
231224,גבולות קבוץ,6954,גבולות קיבוץ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,22118,10107342,,הדרום,נגב,אשכול מ.א,נגב
231228,מק נירים 2(מליח),6979,נירים קיבוץ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,150.00,21957א,08908466א,,הדרום,נגב,אשכול מ.א,נגב
231229,פ נקז נירים 1,6979,נירים קיבוץ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,22136,09808686,,הדרום,נגב,אשכול מ.א,נגב
231230,פ נקז נירים 2,6979,נירים קיבוץ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,22137,09808684,,הדרום,נגב,אשכול מ.א,נגב
231231,פ נקז נירים 3,6979,נירים קיבוץ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,,22138,09808664,,הדרום,נגב,אשכול מ.א,נגב
231232,מק כסופים 2,6982,עין השלושה קיבוץ,צרכן פרטי,פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,300.00,21933,09008664,,הדרום,נגב,אשכול מ.א,נגב
231233,מק נירים 5,6982,עין השלושה קיבוץ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,270.00,22111,08908660,,הדרום,נגב,אשכול מ.א,נגב
231234,פ שוקדה 4 (רעים,6990,רעים קיבוץ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,פליו-פליסטוקן מילוי,100.00,22120,10008844,,הדרום,נגב,אשכול מ.א,נגב
231235,פ נקז חולית 8,7002,חולית קבוץ,צרכן פרטי,לא פעיל,קידוח מליח פליסטוקן,ניאוגן - מילוי,80.00,22121,10008320,,הדרום,נגב,אשכול מ.א,נגב
231238,פ בית שקמה סינדיקט,7018,יכין חקל בעמ,צרכן פרטי,לא פעיל,קידוח שפיר פליסטוקן,פליו-פליסטוקן מילוי,185.00,20913,11211724,מערכת ארצית,הדרום,נגב,חוף אשקלון מ.א,מרכז
231240,פ זיקים הקיבוץ 1,7022,זיקים קיבוץ,צרכן פרטי,פעיל,קידוח שפיר פל' השקייה באיכות נחותה,פליו-פליסטוקן מילוי,360.00,21501,10511248,מערכת ארצית,הדרום,נגב,חוף אשקלון מ.א,נגב
